step,nox
125,0.003195749130100012
126,0.0031939158216118813
127,0.0031919959001243114
128,0.0031899982132017612
129,0.0031880175229161978
130,0.003185942070558667
131,0.003183805849403143
132,0.0031816784758120775
133,0.003179525025188923
134,0.003177293809130788
135,0.0031749673653393984
136,0.003172710072249174
137,0.003170418320223689
138,0.0031680227257311344
139,0.003165635745972395
140,0.0031632143072783947
141,0.0031607667915523052
142,0.0031583106610924006
143,0.003155820071697235
144,0.0031533553265035152
145,0.0031507781241089106
146,0.003148243995383382
147,0.003145718714222312
148,0.0031431501265615225
149,0.003140538465231657
150,0.0031379698775708675
151,0.0031354099046438932
152,0.003132746322080493
153,0.003130143042653799
154,0.003127496689558029
155,0.0031249108724296093
156,0.0031222300603985786
157,0.0031195490155369043
158,0.003116919891908765
159,0.0031143168453127146
160,0.003111627185717225
161,0.0031089719850569963
162,0.003106299787759781
163,0.003103635972365737
164,0.0031009982340037823
165,0.0030983693432062864
166,0.0030957055278122425
167,0.003093085251748562
168,0.003090369515120983
169,0.0030877231620252132
170,0.003085059579461813
171,0.0030824390705674887
172,0.003079809946939349
173,0.003077146364375949
174,0.0030745258554816246
175,0.0030718795023858547
176,0.0030692676082253456
177,0.0030666040256619453
178,0.003064035438001156
179,0.0030613804701715708
180,0.003058777190744877
181,0.003056191373616457
182,0.003053596941754222
183,0.003051002509891987
184,0.003048399230465293
185,0.0030457789544016123
186,0.003043218981474638
187,0.0030406503938138485
188,0.0030380559619516134
189,0.0030354701448231936
190,0.0030329362489283085
191,0.0030303848907351494
192,0.003027833765372634
193,0.003025282407179475
194,0.003022757126018405
195,0.003020205767825246
196,0.0030177065636962652
197,0.0030151898972690105
198,0.0030126646161079407
199,0.0030101737938821316
200,0.0030076398979872465
201,0.003005123231559992
202,0.003002658486366272
203,0.003000176278874278
204,0.002997702918946743
205,0.0029952034819871187
206,0.002992747351527214
207,0.0029902567621320486
208,0.0029878439381718636
209,0.0029853445012122393
210,0.0029829922132194042
211,0.0029805446974933147
212,0.0029780971817672253
213,0.0029756929725408554
214,0.00297326291911304
215,0.0029708154033869505
216,0.002968437038362026
217,0.0029660500586032867
218,0.002963671926409006
219,0.002961293561384082
220,0.0029589238110929728
221,0.002956537064164877
222,0.0029541845433413982
223,0.002951815025880933
224,0.002949471352621913
225,0.0029471535235643387
226,0.0029447840061038733
227,0.0029425008688122034
228,0.002940174425020814
229,0.0029378565959632397
230,0.002935538999736309
231,0.0029332125559449196
232,0.002930938033387065
233,0.0029286202043294907
234,0.0029263717588037252
235,0.002924062544479966
236,0.0029217880219221115
237,0.002919591497629881
238,0.002917308360338211
239,0.0029150769114494324
240,0.0029128023888915777
241,0.0029105539433658123
242,0.0029083399567753077
243,0.0029061520472168922
244,0.0029039380606263876
245,0.0029016979970037937
246,0.002899535931646824
247,0.002897304715588689
248,0.0028951773419976234
249,0.0028929372783750296
250,0.0028907665982842445
251,0.002888639224693179
252,0.002886503003537655
253,0.00288433232344687
254,0.002882204717025161
255,0.002880051266402006
256,0.0028779497370123863
257,0.002875830978155136
258,0.002873694756999612
259,0.002871550153940916
260,0.0028694572392851114
261,0.0028674073982983828
262,0.0028653147164732218
263,0.002863213187083602
264,0.0028611375018954277
265,0.0028590618167072535
266,0.0028569777496159077
267,0.002854936756193638
268,0.0028529216069728136
269,0.002850828692317009
270,0.0028488223906606436
271,0.0028467639349400997
272,0.0028447748627513647
273,0.0028427252545952797
274,0.0028407275676727295
275,0.0028387471102178097
276,0.00283676665276289
277,0.0028347515035420656
278,0.0028327452018857002
279,0.0028308078180998564
280,0.002828801516443491
281,0.0028268296737223864
282,0.002824875060468912
283,0.002822946524247527
284,0.0028209832962602377
285,0.0028190547600388527
286,0.0028171262238174677
287,0.002815154381096363
288,0.0028132430743426085
289,0.002811349229887128
290,0.0028094379231333733
291,0.0028075699228793383
292,0.002805667230859399
293,0.0028037731535732746
294,0.002801879309117794
295,0.0027999680023640394
296,0.0027981086168438196
297,0.0027962320018559694
298,0.0027944245375692844
299,0.0027925390750169754
300,0.002790688304230571
301,0.0027888030745089054
302,0.002786969533190131
303,0.0027851276099681854
304,0.0027833199128508568
305,0.0027814952190965414
306,0.0027796963695436716
307,0.0027779494412243366
308,0.0027760728262364864
309,0.002774265129119158
310,0.002772483741864562
311,0.0027706935070455074
312,0.002768920501694083
313,0.0027671477291733027
314,0.0027653747238218784
315,0.002763593103736639
316,0.002761837560683489
317,0.0027600647881627083
318,0.0027583003975450993
319,0.0027565534692257643
320,0.002754849847406149
321,0.00275308545678854
322,0.002751399064436555
323,0.00274965213611722
324,0.0027478879783302546
325,0.0027461496647447348
326,0.00274448050186038
327,0.002742716111242771
328,0.0027410557959228754
329,0.0027393088676035404
330,0.002737656934186816
331,0.002736005000770092
332,0.0027342841494828463
333,0.0027326149865984917
334,0.002730885287746787
335,0.0027292335871607065
336,0.0027275902684777975
337,0.0027258952613919973
338,0.0027242694050073624
339,0.0027225830126553774
340,0.002720913849771023
341,0.002719227457419038
342,0.002717610215768218
343,0.0027159496676176786
344,0.0027143065817654133
345,0.0027126979548484087
346,0.0027110374066978693
347,0.0027094201650470495
348,0.00270782015286386
349,0.0027062029112130404
350,0.00270456844009459
351,0.0027029772754758596
352,0.0027013167273253202
353,0.002699716715142131
354,0.002698116935789585
355,0.0026965083088725805
356,0.0026948824524879456
357,0.0026933082845062017
358,0.0026916824281215668
359,0.0026900912635028362
360,0.0026885259430855513
361,0.0026869431603699923
362,0.0026853173039853573
363,0.0026837261393666267
364,0.0026821608189493418
365,0.0026805694214999676
366,0.002678960794582963
367,0.002677386859431863
368,0.002675830153748393
369,0.002674264833331108
370,0.0026727081276476383
371,0.002671108115464449
372,0.0026695169508457184
373,0.0026679602451622486
374,0.0026663863100111485
375,0.00266476022079587
376,0.002663220977410674
377,0.0026616123504936695
378,0.002660029800608754
379,0.002658447017893195
380,0.0026569163892418146
381,0.0026553769130259752
382,0.0026537682861089706
383,0.0026522029656916857
384,0.002650611801072955
385,0.0026490462478250265
386,0.0026474983897060156
387,0.0026459242217242718
388,0.002644367516040802
389,0.0026427502743899822
390,0.0026411849539726973
391,0.002639550482854247
392,0.0026379418559372425
393,0.002636411227285862
394,0.0026348717510700226
395,0.0026332286652177572
396,0.0026316544972360134
397,0.0026300461031496525
398,0.0026284719351679087
399,0.002626880770549178
400,0.002625254914164543
401,0.0026236549019813538
402,0.002622046275064349
403,0.002620411803945899
404,0.0026188031770288944
405,0.0026171859353780746
406,0.0026156033854931593
407,0.0026138995308429003
408,0.0026122911367565393
409,0.00261069112457335
410,0.0026090219616889954
411,0.00260737887583673
412,0.0026057702489197254
413,0.0026040924713015556
414,0.0026023974642157555
415,0.002600728301331401
416,0.0025990677531808615
417,0.002597407205030322
418,0.002595660276710987
419,0.0025939824990928173
420,0.002592278877273202
421,0.0025905838701874018
422,0.0025888627860695124
423,0.0025871244724839926
424,0.0025853775441646576
425,0.002583656460046768
426,0.002581900916993618
427,0.002580188447609544
428,0.002578407060354948
429,0.002576582133769989
430,0.0025748179759830236
431,0.002573027741163969
432,0.002571254735812545
433,0.0025693695060908794
434,0.0025675965007394552
435,0.0025657371152192354
436,0.00256391242146492
437,0.002562026958912611
438,0.002560150343924761
439,0.002558290958404541
440,0.002556362422183156
441,0.002554554957896471
442,0.002552548423409462
443,0.002550637349486351
444,0.002548691350966692
445,0.0025467281229794025
446,0.0025447390507906675
447,0.0025427585933357477
448,0.002540743676945567
449,0.0025387718342244625
450,0.002536721993237734
451,0.002534629311412573
452,0.002532631391659379
453,0.002530486788600683
454,0.002528419718146324
455,0.002526300959289074
456,0.002524190815165639
457,0.0025220199022442102
458,0.00251984060741961
459,0.00251767854206264
460,0.0025154559407383204
461,0.002513250568881631
462,0.0025109932757914066
463,0.0025087534449994564
464,0.002506435615941882
465,0.002504195785149932
466,0.002501852111890912
467,0.0024994651321321726
468,0.0024971819948405027
469,0.0024947519414126873
470,0.002492313040420413
471,0.0024899346753954887
472,0.0024874440860003233
473,0.002484996570274234
474,0.0024824971333146095
475,0.002479980466887355
476,0.0024773860350251198
477,0.0024748435243964195
478,0.0024722577072679996
479,0.0024695938918739557
480,0.0024670253042131662
481,0.0024643184151500463
482,0.0024616029113531113
483,0.002458869945257902
484,0.0024561630561947823
485,0.0024533523246645927
486,0.002450550440698862
487,0.0024477136321365833
488,0.002444868441671133
489,0.002441962482407689
490,0.002439004834741354
491,0.0024360991083085537
492,0.0024331239983439445
493,0.0024300971999764442
494,0.002427061554044485
495,0.0024240433704108
496,0.002420886652544141
497,0.0024177299346774817
498,0.002414625370875001
499,0.0024113995023071766
500,0.0024081303272396326
501,0.0024049219209700823
502,0.002401583595201373
503,0.0023982885759323835
504,0.0023949157912284136
505,0.0023915255442261696
506,0.0023881355300545692
507,0.002384606981649995
508,0.0023810870479792356
509,0.0023775326553732157
510,0.002373986877501011
511,0.0023704064078629017
512,0.0023667828645557165
513,0.0023630813229829073
514,0.0023593625519424677
515,0.0023556093219667673
516,0.0023517953231930733
517,0.0023479987867176533
518,0.0023441589437425137
519,0.002340249717235565
520,0.0023362888023257256
521,0.002332336502149701
522,0.0023283150512725115
523,0.002324311062693596
524,0.0023202290758490562
525,0.002316112397238612
526,0.0023119093384593725
527,0.0023077407386153936
528,0.0023034599144011736
529,0.0022991702426224947
530,0.0022949327249079943
531,0.0022905480582267046
532,0.0022861978504806757
533,0.002281761262565851
534,0.0022773074451833963
535,0.0022727842442691326
536,0.0022682093549519777
537,0.0022636516951024532
538,0.002259050728753209
539,0.0022544153034687042
540,0.002249702112749219
541,0.0022450233809649944
542,0.0022402408067137003
543,0.0022354410029947758
544,0.002230606507509947
545,0.0022257633972913027
546,0.002220903057605028
547,0.002215930260717869
548,0.002211000770330429
549,0.0022059848997741938
550,0.0022009601816534996
551,0.00219590961933136
552,0.0021907552145421505
553,0.0021856871899217367
554,0.0021804894786328077
555,0.002175317844375968
556,0.0021701203659176826
557,0.0021648965775966644
558,0.0021596471779048443
559,0.0021543630864471197
560,0.0021490356884896755
561,0.0021437169052660465
562,0.0021383550483733416
563,0.002133001806214452
564,0.002127596642822027
565,0.0021222345530986786
566,0.002116768853738904
567,0.0021113636903464794
568,0.002105880528688431
569,0.0021004495210945606
570,0.0020949924364686012
571,0.0020895181223750114
572,0.002083991654217243
573,0.002078534569591284
574,0.002073051640763879
575,0.00206761178560555
576,0.00206213747151196
577,0.0020566631574183702
578,0.0020512405317276716
579,0.002045826753601432
580,0.002040404360741377
581,0.0020349903497844934
582,0.002029671799391508
583,0.0020243010949343443
584,0.0020189997740089893
585,0.0020136982202529907
586,0.0020085438154637814
587,0.0020033549517393112
588,0.0019982263911515474
589,0.0019931585993617773
590,0.0019881685730069876
591,0.0019832130055874586
592,0.0019783268216997385
593,0.0019736047834157944
594,0.0019688569009304047
595,0.0019642645493149757
596,0.001959758810698986
597,0.0019553827587515116
598,0.001951127778738737
599,0.0019470024853944778
600,0.0019429897656664252
601,0.001939106616191566
602,0.001935422420501709
603,0.0019318939885124564
604,0.0019285643938928843
605,0.001925468211993575
606,0.0019224846037104726
607,0.001919794944114983
608,0.0019172696629539132
609,0.0019150902517139912
610,0.0019131184089928865
611,0.0019114753231406212
612,0.0019100916106253862
613,0.0019090883433818817
614,0.0019083964871242642
615,0.0019081024220213294
616,0.001908136997371912
617,0.0019087077816948295
618,0.0019096331670880318
619,0.0019110515713691711
620,0.0019129541469737887
621,0.0019154534675180912
622,0.0019184803823009133
623,0.001922078081406653
624,0.001926315831951797
625,0.0019312367076054215
626,0.001936875400133431
627,0.0019432405242696404
628,0.00195033208001405
629,0.0019582626409828663
630,0.0019670147448778152
631,0.0019766315817832947
632,0.0019871306139975786
633,0.0019984685350209475
634,0.002010688651353121
635,0.0020237562712281942
636,0.0020376541651785374
637,0.0020522784907370806
638,0.0020674734842032194
639,0.0020830922294408083
640,0.0020989966578781605
641,0.0021148056257516146
642,0.002130104461684823
643,0.0021444607991725206
644,0.0021573640406131744
645,0.0021681138314306736
646,0.0021760098170489073
647,0.0021803858689963818
648,0.002180463634431362
649,0.0021758107468485832
650,0.0021659517660737038
651,0.002150817308574915
652,0.0021306320559233427
653,0.0021057683043181896
654,0.002076969249173999
655,0.0020449445582926273
656,0.00201053312048316
657,0.001974469516426325
658,0.0019373856484889984
659,0.0018998433370143175
660,0.001862084842287004
661,0.0018245251849293709
662,0.0017871471354737878
663,0.0017501410329714417
664,0.0017134635709226131
665,0.0016772012459114194
666,0.0016412242548540235
667,0.0016055932501330972
668,0.0015702995005995035
669,0.00153536896687001
670,0.0015008016489446163
671,0.0014666927745565772
672,0.0014331545680761337
673,0.0014001613017171621
674,0.0013678771210834384
675,0.0013364145997911692
676,0.0013058774638921022
677,0.0012763175182044506
678,0.001247907755896449
679,0.0012206482933834195
680,0.0011945217847824097
681,0.0011697703739628196
682,0.00114624691195786
683,0.001124029397033155
684,0.001103152404539287
685,0.0010836072033271194
686,0.001065290067344904
687,0.0010482009965926409
688,0.0010323399910703301
689,0.0010176119394600391
690,0.001004025456495583
691,0.0009914335096254945
692,0.0009798274841159582
693,0.0009691381710581481
694,0.0009593137074261904
695,0.0009503021719865501
696,0.0009420517017133534
697,0.0009344411664642394
698,0.000927479297388345
699,0.0009210882126353681
700,0.0009153370629064739
701,0.0009100270108319819
702,0.0009051839588209987
703,0.0009008684428408742
704,0.0008967604953795671
705,0.0008931541233323514
706,0.0008898418745957315
707,0.000886849535163492
708,0.0008841772214509547
709,0.0008817124180495739
710,0.0008795590256340802
711,0.0008775439346209168
712,0.0008758402545936406
713,0.0008743008365854621
714,0.000872908451128751
715,0.00087175820954144
716,0.0008706771768629551
717,0.0008697864250279963
718,0.0008690858958289027
719,0.0008684027125127614
720,0.0008679356542415917
721,0.0008675638237036765
722,0.000867356255184859
723,0.0008672265103086829
724,0.0008672005496919155
725,0.0008672178955748677
726,0.0008673302945680916
727,0.0008676156867295504
728,0.0008679097518324852
729,0.0008683335036039352
730,0.0008688524249009788
731,0.000869405921548605
732,0.0008700372418388724
733,0.0008707463857717812
734,0.0008715506992302835
735,0.0008723982027731836
736,0.0008733322029002011
737,0.000874352699611336
738,0.0008753905422054231
739,0.000876532110851258
740,0.0008776823524385691
741,0.0008789708954282105
742,0.0008803719538263977
743,0.0008817729540169239
744,0.0008832691237330437
745,0.0008848171564750373
746,0.0008864171104505658
747,0.000888181384652853
748,0.0008899110252968967
749,0.0008917617960833013
750,0.0008936903323046863
751,0.0008957313257269561
752,0.0008978761034086347
753,0.0009000208810903132
754,0.0009023559396155179
755,0.0009047342464327812
756,0.0009072076645679772
757,0.0009097761940211058
758,0.0009124917560257018
759,0.0009153630235232413
760,0.0009182515204884112
761,0.0009213389712385833
762,0.0009244956308975816
763,0.000927842513192445
764,0.000931284565012902
765,0.0009348908788524568
766,0.0009386183228343725
767,0.000942510028835386
768,0.0009465315379202366
769,0.0009507518843747675
770,0.0009550760732963681
771,0.0009596163872629404
772,0.0009642345830798149
773,0.0009690170991234481
774,0.0009740158566273749
775,0.0009791356278583407
776,0.0009843246079981327
777,0.0009896865813061595
778,0.0009951782412827015
779,0.0010007391683757305
780,0.0010063345544040203
781,0.001012111664749682
782,0.0010178195079788566
783,0.0010236225789412856
784,0.0010293995728716254
785,0.0010351852979511023
786,0.001040919218212366
787,0.001046523218974471
788,0.0010521187214180827
789,0.0010575238848105073
790,0.0010628339368849993
791,0.0010679451515898108
792,0.0010729351779446006
793,0.0010777437128126621
794,0.0010823531774803996
795,0.0010866600787267089
796,0.001090889098122716
797,0.0010947462869808078
798,0.0010985428234562278
799,0.0011020454112440348
800,0.0011053404305130243
801,0.0011083587305620313
802,0.0011112818028777838
803,0.0011139195412397385
804,0.0011164102470502257
805,0.0011186761548742652
806,0.0011208122596144676
807,0.0011227494105696678
808,0.001124574220739305
809,0.0011262519983574748
810,0.0011278000893071294
811,0.001129227108322084
812,0.0011305329389870167
813,0.0011318301549181342
814,0.0011329804547131062
815,0.0011340960627421737
816,0.001135142520070076
817,0.0011361544020473957
818,0.0011370884021744132
819,0.0011380137875676155
820,0.0011389218270778656
821,0.0011398904025554657
822,0.0011407984420657158
823,0.0011416892521083355
824,0.0011426751734688878
825,0.0011436177883297205
826,0.0011446124408394098
827,0.00114564155228436
828,0.0011467139702290297
829,0.0011477776570245624
830,0.0011488760355859995
831,0.0011500695254653692
832,0.001151314820162952
833,0.0011525774607434869
834,0.0011538920225575566
835,0.0011552238138392568
836,0.001156624872237444
837,0.0011580431601032615
838,0.0011595047544687986
839,0.0011610009241849184
840,0.0011625922052189708
841,0.0011641057208180428
842,0.0011657229624688625
843,0.0011673488188534975
844,0.0011689832899719477
845,0.0011707129888236523
846,0.0011723734205588698
847,0.001174077158793807
848,0.0011757895117625594
849,0.0011774672893807292
850,0.0011791710276156664
851,0.001180900726467371
852,0.0011825697729364038
853,0.0011842562817037106
854,0.0011859167134389281
855,0.0011875685304403305
856,0.0011890992755070329
857,0.0011907079024240375
858,0.0011921781115233898
859,0.0011937174713239074
860,0.0011951617198064923
861,0.0011964848963543773
862,0.001197799458168447
863,0.0011990275233983994
864,0.0012002643197774887
865,0.0012013711966574192
866,0.0012024176539853215
867,0.001203360385261476
868,0.0012042252346873283
869,0.0012049776269122958
870,0.0012056867126375437
871,0.0012062402674928308
872,0.0012066899798810482
873,0.001207035849802196
874,0.0012072434183210135
875,0.0012073213001713157
876,0.0012072953395545483
877,0.0012070618104189634
878,0.0012067159404978156
879,0.0012062662281095982
880,0.0012055656407028437
881,0.0012047095224261284
882,0.0012036976404488087
883,0.0012024869211018085
884,0.0012011463986709714
885,0.0011995205422863364
886,0.0011976697714999318
887,0.001195628778077662
888,0.0011934147914871573
889,0.0011909586610272527
890,0.0011881826212629676
891,0.0011852162424474955
892,0.0011819731444120407
893,0.0011784705566242337
894,0.0011746479431167245
895,0.0011706092627719045
896,0.0011662418255582452
897,0.0011615976691246033
898,0.0011566162575036287
899,0.0011513493955135345
900,0.0011458145454525948
901,0.0011398817878216505
902,0.0011337328469380736
903,0.0011272638803347945
904,0.001120535540394485
905,0.0011134006781503558
906,0.0011060063261538744
907,0.0010983526008203626
908,0.0010903961956501007
909,0.0010822408366948366
910,0.001073756837286055
911,0.0010650652693584561
912,0.001056114211678505
913,0.0010469816625118256
914,0.001037701964378357
915,0.001028232043609023
916,0.0010186152067035437
917,0.0010088857961818576
918,0.0009991131955757737
919,0.0009892714442685246
920,0.000979334581643343
921,0.000969492772128433
922,0.0009595299488864839
923,0.0009497919236309826
924,0.0009400193230248988
925,0.0009303937549702823
926,0.0009208114352077246
927,0.0009114972199313343
928,0.0009023126913234591
929,0.0008933530771173537
930,0.0008846009732224047
931,0.0008760823984630406
932,0.0008677972946316004
933,0.0008598235435783863
934,0.0008521178970113397
935,0.0008447236032225192
936,0.0008376839105039835
937,0.0008309209370054305
938,0.0008243914344348013
939,0.0008182338206097484
940,0.0008124308078549802
941,0.0008069391478784382
942,0.0008016896317712963
943,0.0007967946585267782
944,0.0007922543445602059
945,0.0007879215409047902
946,0.000783925992436707
947,0.0007802245090715587
948,0.0007767652277834713
949,0.0007735826075077057
950,0.0007707200129516423
951,0.0007680563721805811
952,0.0007657040259800851
953,0.0007635246147401631
954,0.0007616133661940694
955,0.0007599269156344235
956,0.0007585172425024211
957,0.0007572113536298275
958,0.0007561822421848774
959,0.0007553519681096077
960,0.0007547379354946315
961,0.0007542882231064141
962,0.0007540807127952576
963,0.0007540201768279076
964,0.0007540460792370141
965,0.0007543314713984728
966,0.0007547206478193402
967,0.000755308719817549
968,0.0007560265366919339
969,0.0007568568107672036
970,0.000757842673920095
971,0.0007590275490656495
972,0.000760264229029417
973,0.000761647941544652
974,0.0007632046472281218
975,0.0007648564642295241
976,0.0007667331374250352
977,0.0007687914767302573
978,0.000771005405113101
979,0.0007734874961897731
980,0.0007762290188111365
981,0.0007792213000357151
982,0.0007825595675967634
983,0.0007861745543777943
984,0.0007901268545538187
985,0.0007944336975924671
986,0.0007990518934093416
987,0.0008040160173550248
988,0.0008093433571048081
989,0.000814895611256361
990,0.000820689951069653
991,0.0008267697412520647
992,0.0008330484270118177
993,0.0008395432960242033
994,0.0008462024852633476
995,0.000852982746437192
996,0.000859927327837795
997,0.000866932503413409
998,0.0008740586927160621
999,0.0008812540909275413
1000,0.0008883975679054856
1001,0.0008956967503763735
1002,0.0009029959328472614
1003,0.0009101826581172645
1004,0.0009174213046208024
1005,0.0009246599511243403
1006,0.0009318726370111108
1007,0.0009389728656969965
1008,0.0009460644796490669
1009,0.0009530869428999722
1010,0.000960074772592634
1011,0.0009669847786426544
1012,0.0009737650398164988
1013,0.000980484765022993
1014,0.0009870748035609722
1015,0.0009935955749824643
1016,0.0010000818874686956
1017,0.0010063950903713703
1018,0.0010126219131052494
1019,0.0010187794687226415
1020,0.0010248073376715183
1021,0.0010307228658348322
1022,0.0010364912450313568
1023,0.001042181858792901
1024,0.001047734054736793
1025,0.0010532343294471502
1026,0.0010585703421384096
1027,0.0010638198582455516
1028,0.0010689483024179935
1029,0.0010738951386883855
1030,0.001078824745491147
1031,0.0010835466673597693
1032,0.0010882253991439939
1033,0.0010927398689091206
1034,0.0010971591109409928
1035,0.0011014227056875825
1036,0.0011056085349991918
1037,0.0011096905218437314
1038,0.0011136168614029884
1039,0.0011174393584951758
1040,0.0011211754754185677
1041,0.001124816364608705
1042,0.001128318952396512
1043,0.0011317436583340168
1044,0.001135073252953589
1045,0.001138273160904646
1046,0.0011414557229727507
1047,0.0011446124408394098
1048,0.0011476651998236775
1049,0.0011507094604894519
1050,0.0011536844540387392
1051,0.001156685408204794
1052,0.0011596345575526357
1053,0.0011626527411863208
1054,0.001165679655969143
1055,0.0011687325313687325
1056,0.0011718891328200698
1057,0.0011751409620046616
1058,0.0011784445960074663
1059,0.001181869301944971
1060,0.0011853545438498259
1061,0.0011889004381373525
1062,0.001192619209177792
1063,0.0011962687131017447
1064,0.0012000220594927669
1065,0.0012036544503644109
1066,0.0012072088429704309
1067,0.0012106940848752856
1068,0.0012139631435275078
1069,0.0012169468682259321
1070,0.0012198872864246368
1071,0.0012225941754877567
1072,0.0012253010645508766
1073,0.0012280686059966683
1074,0.0012311646714806557
1075,0.001234623952768743
1076,0.0012385762529447675
1077,0.0012431772192940116
1078,0.0012482537422329187
1079,0.0012538318987935781
1080,0.001259859767742455
1081,0.0012660606298595667
1082,0.0012723306426778436
1083,0.0012786092702299356
1084,0.0012848533224314451
1085,0.0012908813077956438
1086,0.0012967361835762858
1087,0.001302418066188693
1088,0.001307978993281722
1089,0.0013133150059729815
1090,0.0013186510186642408
1091,0.0013238140381872654
1092,0.0013289684429764748
1093,0.0013341574231162667
1094,0.0013392685214057565
1095,0.0013444143114611506
1096,0.001349620521068573
1097,0.0013548268470913172
1098,0.001360067748464644
1099,0.0013653518399223685
1100,0.0013705408200621605
1101,0.0013757903361693025
1102,0.001381022622808814
1103,0.0013861856423318386
1104,0.0013912535505369306
1105,0.0013962609227746725
1106,0.001401181798428297
1107,0.0014059037202969193
1108,0.0014105738373473287
1109,0.001415062346495688
1110,0.0014193691313266754
1111,0.001423459849320352
1112,0.001427438110113144
1113,0.0014311914565041661
1114,0.0014347804244607687
1115,0.0014380754437297583
1116,0.00144120620097965
1117,0.0014441292732954025
1118,0.001446818932890892
1119,0.0014493875205516815
1120,0.0014516706578433514
1121,0.0014538413379341364
1122,0.0014557872200384736
1123,0.001457620644941926
1124,0.001459255232475698
1125,0.0014606561744585633
1126,0.0014620140427723527
1127,0.0014632161473855376
1128,0.0014642366440966725
1129,0.0014651014935225248
1130,0.0014659576117992401
1131,0.0014666668139398098
1132,0.0014672030229121447
1133,0.0014677132712677121
1134,0.0014681110624223948
1135,0.0014683445915579796
1136,0.001468552160076797
1137,0.0014685781206935644
1138,0.0014683532062917948
1139,0.0014677910367026925
1140,0.0014669089578092098
1141,0.0014654992846772075
1142,0.001463657128624618
1143,0.0014616507105529308
1144,0.0014597654808312654
1145,0.0014581308932974935
1146,0.0014566952595487237
1147,0.0014553720830008388
1148,0.0014541354030370712
1149,0.0014530024491250515
1150,0.0014517917297780514
1151,0.001450503128580749
1152,0.0014491280307993293
1153,0.0014476664364337921
1154,0.0014460665406659245
1155,0.0014443022664636374
1156,0.0014424255350604653
1157,0.0014404018875211477
1158,0.0014381705550476909
1159,0.0014358528424054384
1160,0.0014333794824779034
1161,0.0014307417441159487
1162,0.0014279915485531092
1163,0.0014250337844714522
1164,0.0014220156008377671
1165,0.001418867614120245
1166,0.0014155206736177206
1167,0.0014120959676802158
1168,0.0014085328439250588
1169,0.0014048486482352018
1170,0.001401060726493597
1171,0.0013972640736028552
1172,0.0013932859292253852
1173,0.0013892903225496411
1174,0.0013851997209712863
1175,0.0013810052769258618
1176,0.0013768627541139722
1177,0.0013725818134844303
1178,0.0013683096040040255
